100	0.000201284	0.000212311	4.21859e-05
200	0.000375043	0.000344296	4.75763e-05
300	0.000559089	0.000388532	5.28627e-05
400	0.000729651	0.000610706	4.87341e-05
500	0.000919206	0.000757738	4.47757e-05
600	0.00111267	0.000621155	4.75648e-05
700	0.00127682	0.000214063	4.52898e-05
800	0.00144356	0.00113017	4.36801e-05
900	0.00164541	0.00128151	4.98891e-05
1000	0.00181069	0.000496346	5.01795e-05
