1000	0.00234293	0.00138223	6.95027e-05
2000	0.00690784	0.00382295	0.000129979
3000	0.0137703	0.00743769	0.000198278
4000	0.0229404	0.0123582	0.000271692
5000	0.0346533	0.0183505	0.000338186
6000	0.0482249	0.0254608	0.000410999
7000	0.0642806	0.0336844	0.000478997
8000	0.082512	0.0431079	0.000551809
9000	0.103091	0.0534247	0.000626728
10000	0.125976	0.0655058	0.000694726
