100	0.0474272	0.0139095
200	0.144797	0.0430283
300	0.180315	0.055599
400	0.298003	0.0934823
500	0.450644	0.14362
600	0.641078	0.206251
700	0.865715	0.277745
800	1.11601	0.361735
900	1.39424	0.458611
1000	1.72893	0.5655
