100	0.0438106	0.0232216
200	0.0921284	0.0481523
300	0.180057	0.0981218
400	0.30041	0.167071
500	0.463118	0.257872
600	0.648413	0.369711
700	0.886773	0.509092
800	1.11992	0.651665
900	1.41698	0.817936
1000	1.73978	1.00939
