100	0.0232969	0.0441386
200	0.0661296	0.121912
300	0.0953538	0.17585
400	0.167531	0.302086
500	0.25761	0.44836
600	0.364139	0.635725
700	0.487898	0.855458
800	0.643391	1.10971
900	0.824179	1.40617
1000	1.01225	1.73604
