100	0.0156035	0.0291549
200	0.0383377	0.0687894
300	0.0599286	0.107918
400	0.0939276	0.170946
500	0.143656	0.255149
600	0.20827	0.368971
700	0.283429	0.510425
800	0.363017	0.649364
900	0.460019	0.820547
1000	0.574936	1.01307
